EAN|STORE_CODE|PRICE_EXCL_TAX|PRICE_INCL_TAX|VAT_RATE|PRICE_USAGE|PRIORITY|START_DATE|END_DATE
3000000000113|0101|1.80|2.16|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000113|0101|1.98|2.38|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000120|0101|1.90|2.28|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000120|0101|2.09|2.51|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000137|0101|2.00|2.40|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000137|0101|2.20|2.64|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000144|0101|1.50|1.80|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000144|0101|1.65|1.98|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000151|0101|1.80|2.16|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000151|0101|1.98|2.38|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000168|0101|2.00|2.40|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000168|0101|2.20|2.64|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000175|0101|3.00|3.60|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000175|0101|3.30|3.96|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000182|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000182|0101|4.40|5.28|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000199|0101|3.50|4.20|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000199|0101|3.85|4.62|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000205|0101|10.00|10.55|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000000205|0101|11.00|11.61|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000205|0101|9.50|10.02|0.0550|DEFAULT|1|2026-01-12T00:00:00|
3000000000205|0101|10.45|11.02|0.0550|BASE_FOR_DISCOUNT|1|2026-01-12T00:00:00|
3000000000212|0101|8.00|9.60|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000212|0101|8.80|10.56|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000229|0101|2.50|2.64|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000000229|0101|2.75|2.90|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000236|0101|2.00|2.11|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000000236|0101|2.20|2.32|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000243|0101|5.00|6.00|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000243|0101|5.50|6.60|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000250|0101|3.00|3.60|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000250|0101|3.30|3.96|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000267|0101|2.00|2.40|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000267|0101|2.20|2.64|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000274|0101|4.00|4.80|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000274|0101|4.40|5.28|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000281|0101|6.00|7.20|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000281|0101|6.60|7.92|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000298|0101|1.50|1.80|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000298|0101|1.65|1.98|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000304|0101|2.50|3.00|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000304|0101|2.75|3.30|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000311|0101|12.00|14.40|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000311|0101|13.20|15.84|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000328|0101|15.00|18.00|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000328|0101|16.50|19.80|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000000335|0101|25.00|30.00|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000000335|0101|27.50|33.00|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
4000250000016|0101|25.00|25.00|0.0000|DEFAULT|0|2026-01-12T00:00:00|
4000250000016|0101|25.00|25.00|0.0000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
4000500000018|0101|50.00|50.00|0.0000|DEFAULT|0|2026-01-12T00:00:00|
4000500000018|0101|50.00|50.00|0.0000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
4000180000018|0101|5.42|6.50|0.2000|DEFAULT|0|2026-01-12T00:00:00|
4000180000018|0101|5.96|7.15|0.2000|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
4004099000015|0101|3.79|4.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
4004099000015|0101|4.17|4.40|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
6600000999997|0101|4.74|5.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
6600000999997|0101|5.21|5.50|0.0550|BASE_FOR_DISCOUNT|0|2026-01-12T00:00:00|
3000000010013|0101|4.16|4.39|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010020|0101|3.21|3.39|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010037|0101|2.04|2.15|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010044|0101|4.17|4.40|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010051|0101|1.41|1.49|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010068|0101|2.62|2.76|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010075|0101|2.40|2.53|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010082|0101|2.09|2.20|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010099|0101|3.26|3.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010105|0101|2.37|2.50|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010112|0101|3.43|3.62|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010129|0101|3.66|3.86|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010136|0101|1.98|2.09|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010143|0101|4.04|4.26|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010150|0101|2.58|2.72|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010167|0101|4.49|4.74|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010174|0101|4.37|4.61|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010181|0101|5.21|5.50|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010198|0101|3.72|3.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010204|0101|1.70|1.79|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010211|0101|4.56|4.81|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010228|0101|1.82|1.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010235|0101|4.10|4.33|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010242|0101|2.02|2.13|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010259|0101|4.38|4.62|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010266|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010273|0101|2.54|2.68|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010280|0101|3.71|3.91|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010297|0101|2.09|2.20|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010303|0101|3.64|3.84|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010310|0101|1.69|1.78|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010327|0101|2.18|2.30|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010334|0101|3.53|3.72|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010341|0101|3.45|3.64|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010358|0101|3.33|3.51|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010365|0101|2.99|3.15|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010372|0101|2.22|2.34|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010389|0101|3.03|3.20|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010396|0101|0.96|1.01|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010402|0101|1.15|1.21|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010419|0101|1.59|1.68|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010426|0101|2.20|2.32|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010433|0101|2.17|2.29|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010440|0101|1.94|2.05|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010457|0101|2.31|2.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010464|0101|1.76|1.86|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010471|0101|0.95|1.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010488|0101|1.73|1.82|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010495|0101|3.16|3.33|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010501|0101|2.46|2.60|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010518|0101|1.30|1.37|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010525|0101|1.91|2.02|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010532|0101|3.26|3.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010549|0101|3.11|3.28|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010556|0101|3.10|3.27|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010563|0101|2.10|2.22|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010570|0101|3.17|3.34|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010587|0101|1.82|1.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010594|0101|1.56|1.65|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010600|0101|1.72|1.81|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010617|0101|2.97|3.13|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010624|0101|1.42|1.50|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010631|0101|3.09|3.26|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010648|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010655|0101|2.15|2.27|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010662|0101|2.75|2.90|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010679|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010686|0101|3.08|3.25|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010693|0101|4.25|4.48|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010709|0101|1.05|1.11|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010716|0101|4.22|4.45|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010723|0101|3.32|3.50|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010730|0101|1.37|1.45|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010747|0101|3.43|3.62|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010754|0101|0.97|1.02|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010761|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010778|0101|1.41|1.49|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010785|0101|3.87|4.08|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010792|0101|1.64|1.73|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010808|0101|2.53|2.67|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010815|0101|1.48|1.56|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010822|0101|2.84|3.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010839|0101|3.24|3.42|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010846|0101|3.73|3.94|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010853|0101|2.92|3.08|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010860|0101|2.12|2.24|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010877|0101|3.65|3.85|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010884|0101|1.15|1.21|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010891|0101|7.44|7.85|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010907|0101|6.45|6.81|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010914|0101|3.69|3.89|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010921|0101|6.44|6.79|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010938|0101|6.93|7.31|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010945|0101|8.00|8.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010952|0101|2.21|2.33|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010969|0101|1.96|2.07|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010976|0101|6.05|6.38|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010983|0101|8.16|8.61|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000010990|0101|4.83|5.10|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011003|0101|6.95|7.33|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011010|0101|10.50|11.08|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011027|0101|10.09|10.64|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011034|0101|9.73|10.27|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011041|0101|9.20|9.71|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011058|0101|9.40|9.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011065|0101|4.21|4.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011072|0101|3.89|4.10|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011089|0101|7.80|8.23|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011096|0101|11.73|12.37|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011102|0101|11.55|12.18|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011119|0101|6.46|6.82|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011126|0101|6.21|6.55|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011133|0101|8.50|8.97|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011140|0101|9.97|10.52|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011157|0101|14.67|15.48|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011164|0101|12.98|13.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011171|0101|6.64|7.01|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011188|0101|6.70|7.07|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011195|0101|3.06|3.23|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011201|0101|5.55|5.86|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011218|0101|6.09|6.43|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011225|0101|4.62|4.87|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011232|0101|6.34|6.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011249|0101|6.24|6.58|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011256|0101|2.41|2.54|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011263|0101|6.04|6.37|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011270|0101|19.72|20.80|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011287|0101|11.98|12.64|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011294|0101|18.99|20.03|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011300|0101|7.63|8.05|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011317|0101|19.68|20.76|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011324|0101|16.10|16.99|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011331|0101|18.75|19.78|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011348|0101|8.30|8.76|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011355|0101|3.30|3.48|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011362|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011379|0101|1.36|1.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011386|0101|2.55|2.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011393|0101|1.66|1.75|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011409|0101|2.28|2.41|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011416|0101|0.99|1.04|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011423|0101|3.58|3.78|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011430|0101|4.15|4.38|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011447|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011454|0101|1.32|1.39|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011461|0101|3.22|3.40|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011478|0101|2.76|2.91|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011485|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011492|0101|1.23|1.30|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011508|0101|1.48|1.56|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011515|0101|1.82|1.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011522|0101|1.34|1.41|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011539|0101|1.71|1.80|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011546|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011553|0101|3.00|3.17|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011560|0101|1.15|1.21|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011577|0101|3.25|3.43|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011584|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011591|0101|1.18|1.25|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011607|0101|3.30|3.48|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011614|0101|2.82|2.97|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011621|0101|3.49|3.68|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011638|0101|0.92|0.97|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011645|0101|2.63|2.77|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011652|0101|1.82|1.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011669|0101|4.12|4.35|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011676|0101|3.37|3.56|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011683|0101|3.67|3.87|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011690|0101|2.84|3.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011706|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011713|0101|1.32|1.39|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011720|0101|0.93|0.98|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011737|0101|2.77|2.92|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011744|0101|3.44|3.63|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011751|0101|1.01|1.07|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011768|0101|1.91|2.02|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011775|0101|4.85|5.12|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011782|0101|3.61|3.81|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011799|0101|3.38|3.57|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011805|0101|4.30|4.54|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011812|0101|3.36|3.55|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011829|0101|3.35|3.53|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011836|0101|1.66|1.75|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011843|0101|4.00|4.22|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011850|0101|2.84|3.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011867|0101|4.10|4.33|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011874|0101|3.53|3.72|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011881|0101|4.95|5.22|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011898|0101|3.50|3.69|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011904|0101|1.12|1.18|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011911|0101|4.06|4.28|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011928|0101|3.75|3.96|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011935|0101|3.86|4.07|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011942|0101|3.00|3.17|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011959|0101|1.90|2.00|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011966|0101|1.15|1.21|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011973|0101|1.32|1.39|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011980|0101|3.63|3.83|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000011997|0101|1.38|1.46|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012000|0101|2.67|2.82|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012017|0101|1.36|1.44|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012024|0101|3.05|3.22|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012031|0101|3.27|3.45|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012048|0101|1.47|1.55|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012055|0101|2.49|2.63|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012062|0101|1.74|1.84|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012079|0101|2.12|2.24|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012086|0101|3.59|3.79|0.0550|DEFAULT|0|2026-01-12T00:00:00|
3000000012093|0101|2.51|3.01|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012109|0101|5.00|6.00|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012116|0101|6.66|7.99|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012123|0101|2.62|3.14|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012130|0101|6.38|7.66|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012147|0101|3.54|4.25|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012154|0101|6.26|7.51|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012161|0101|2.77|3.32|0.2000|DEFAULT|0|2026-01-12T00:00:00|
3000000012178|0101|19.32|23.18|0.2000|DEFAULT|0|2026-01-12T00:00:00|
