EAN|STORE_CODE|PRICE_EXCL_TAX|PRICE_INCL_TAX|VAT_RATE|PRICE_USAGE|PRIORITY|START_DATE|END_DATE
0000000002002|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002003|0101|1.04|1.10|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002004|0101|1.32|1.39|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002005|0101|0.85|0.90|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002010|0101|3.55|3.75|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002011|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002018|0101|5.93|6.26|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002020|0101|4.73|4.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002025|0101|5.93|6.26|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002035|0101|2.37|2.50|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002045|0101|7.13|7.52|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002252|0101|4.26|4.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000002412|0101|1.33|1.40|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003000|0101|23.69|24.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003002|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003004|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003005|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003009|0101|3.59|3.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003010|0101|1.41|1.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003011|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003012|0101|5.20|5.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003013|0101|2.74|2.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003015|0101|4.35|4.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003017|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003019|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003021|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003024|0101|3.59|3.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003029|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003031|0101|2.36|2.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003033|0101|1.22|1.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003034|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003035|0101|4.45|4.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003037|0101|6.44|6.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003040|0101|17.05|17.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003041|0101|19.90|20.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003042|0101|24.64|25.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003043|0101|2.17|2.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003044|0101|8.52|8.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003045|0101|12.79|13.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003048|0101|6.53|6.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003049|0101|4.27|4.50|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003050|0101|2.55|2.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003053|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003054|0101|4.73|4.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003062|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003080|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003082|0101|2.74|2.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003089|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003092|0101|0.81|0.85|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003095|0101|2.36|2.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003102|0101|20.84|21.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003103|0101|25.96|27.39|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003107|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003110|0101|2.17|2.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003113|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003119|0101|4.73|4.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003121|0101|5.30|5.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003132|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003133|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003134|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003145|0101|4.35|4.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003148|0101|6.50|6.86|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003150|0101|4.35|4.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003151|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003157|0101|14.21|14.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003169|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003171|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003172|0101|4.35|4.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003177|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003179|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003181|0101|2.84|3.00|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003201|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003204|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003205|0101|1.40|1.48|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003232|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003280|0101|0.85|0.90|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003281|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003283|0101|2.89|3.05|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003293|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003294|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003301|0101|3.59|3.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003306|0101|2.08|2.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003309|0101|2.08|2.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003311|0101|1.41|1.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003317|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003319|0101|18.00|18.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003320|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003329|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003330|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003331|0101|1.79|1.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003335|0101|7.11|7.50|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003336|0101|7.57|7.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003337|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003340|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003343|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003351|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003357|0101|8.52|8.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003359|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003365|0101|2.08|2.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003370|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003378|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003383|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003384|0101|2.64|2.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003385|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003386|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003388|0101|8.25|9.90|0.2000|DEFAULT|0|2026-01-01T00:00:00|
0000000003390|0101|2.36|2.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003392|0101|8.52|8.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003397|0101|3.65|3.85|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003399|0101|10.89|11.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003401|0101|13.17|13.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003418|0101|2.36|2.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003435|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003495|0101|3.97|4.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003535|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003599|0101|10.40|12.48|0.2000|DEFAULT|0|2026-01-01T00:00:00|
0000000003654|0101|5.69|6.00|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003655|0101|5.69|6.00|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003838|0101|2.37|2.50|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003849|0101|1.22|1.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000003933|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004000|0101|9.43|9.95|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004002|0101|2.27|2.39|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004011|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004012|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004017|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004018|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004021|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004022|0101|6.63|6.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004023|0101|6.15|6.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004024|0101|3.19|3.37|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004029|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004030|0101|0.75|0.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004031|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004032|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004033|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004035|0101|4.07|4.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004036|0101|4.45|4.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004037|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004038|0101|4.45|4.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004040|0101|18.00|18.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004041|0101|4.26|4.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004042|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004048|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004051|0101|2.84|3.00|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004052|0101|3.55|3.75|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004055|0101|3.69|3.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004059|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004060|0101|3.98|4.20|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004062|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004063|0101|7.57|7.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004064|0101|5.01|5.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004065|0101|5.58|5.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004067|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004072|0101|1.32|1.39|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004076|0101|1.13|1.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004080|0101|11.36|11.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004082|0101|3.98|4.20|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004083|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004084|0101|3.69|3.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004085|0101|4.54|4.79|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004104|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004122|0101|13.26|13.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004128|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004129|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004130|0101|2.55|2.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004133|0101|2.08|2.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004135|0101|3.12|3.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004136|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004142|0101|3.08|3.25|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004145|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004174|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004188|0101|4.26|4.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004218|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004222|0101|0.94|0.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004223|0101|3.31|3.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004226|0101|12.03|12.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004230|0101|3.74|3.95|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004231|0101|1.75|1.85|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004255|0101|5.39|5.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004256|0101|1.89|1.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004260|0101|1.79|1.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004261|0101|4.26|4.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004264|0101|12.79|13.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004266|0101|9.47|9.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004268|0101|23.69|24.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004274|0101|5.58|5.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004280|0101|2.82|2.98|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004282|0101|0.76|0.80|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004294|0101|2.36|2.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004299|0101|11.36|11.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004302|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004303|0101|9.47|9.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004306|0101|26.53|27.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004308|0101|9.95|10.50|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004309|0101|7.57|7.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004310|0101|18.00|18.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004312|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004317|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004326|0101|3.12|3.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004327|0101|4.73|4.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004339|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004343|0101|13.26|13.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004377|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004380|0101|1.78|1.88|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004381|0101|3.97|4.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004382|0101|1.41|1.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004383|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004384|0101|2.55|2.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004386|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004388|0101|3.40|3.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004397|0101|16.10|16.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004400|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004401|0101|4.35|4.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004406|0101|4.26|4.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004408|0101|4.26|4.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004409|0101|4.45|4.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004414|0101|3.69|3.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004427|0101|1.28|1.35|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004430|0101|3.69|3.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004431|0101|12.22|12.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004434|0101|3.02|3.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004435|0101|5.20|5.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004437|0101|4.45|4.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004438|0101|4.45|4.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004441|0101|7.11|7.50|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004442|0101|4.35|4.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004445|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004447|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004448|0101|12.31|12.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004449|0101|3.18|3.35|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004455|0101|2.74|2.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004456|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004457|0101|1.79|1.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004501|0101|3.50|3.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004507|0101|2.74|2.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004513|0101|1.56|1.65|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004515|0101|3.02|3.19|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004517|0101|1.56|1.65|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004519|0101|1.22|1.29|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004522|0101|5.50|5.80|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004529|0101|5.68|5.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004532|0101|2.75|2.90|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004540|0101|2.74|2.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004543|0101|3.69|3.89|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004550|0101|2.55|2.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004552|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004554|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004560|0101|1.60|1.69|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004564|0101|0.95|1.00|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004566|0101|3.78|3.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004576|0101|2.36|2.49|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004579|0101|2.21|2.33|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004582|0101|2.83|2.99|0.0550|DEFAULT|0|2026-01-01T00:00:00|
0000000004583|0101|2.45|2.59|0.0550|DEFAULT|0|2026-01-01T00:00:00|
